category,words
adj,smarter 
compare,smarter 
affect,smarter 
posemo,smarter 
adj,smartest 
compare,smartest 
affect,smartest 
posemo,smartest 
affect,smartly 
posemo,smartly 
percept,smell* 
affect,smh 
negemo,smh 
affect,smil* 
posemo,smil* 
bio,smok* 
ingest,smok* 
percept,smooth* 
feel,smooth* 
affect,smother* 
negemo,smother* 
anger,smother* 
social,sms 
drives,sms 
affiliation,sms 
social,smsed 
drives,smsed 
affiliation,smsed 
focuspast,smsed 
affect,smug* 
negemo,smug* 
bio,snack* 
ingest,snack* 
drives,snag* 
reward,snag* 
social,snapchat* 
drives,snapchat* 
affiliation,snapchat* 
leisure,snapchat* 
percept,sniff* 
affect,snob* 
negemo,snob* 
anger,snob* 
social,snob* 
drives,snob* 
power,snob* 
percept,snort* 
function,so 
adverb,so 
conj,so 
verb,sob 
affect,sob 
negemo,sob 
sad,sob 
focuspresent,sob 
verb,sobbed 
affect,sobbed 
negemo,sobbed 
sad,sobbed 
focuspast,sobbed 
verb,sobbing 
affect,sobbing 
negemo,sobbing 
sad,sobbing 
adj,sober 
verb,sobs 
affect,sobs 
negemo,sobs 
sad,sobs 
focuspresent,sobs 
leisure,soccer* 
affect,sociability 
posemo,sociability 
social,sociability 
drives,sociability 
affiliation,sociability 
adj,sociable 
affect,sociable 
posemo,sociable 
social,sociable 
drives,sociable 
affiliation,sociable 
social,social 
drives,social 
affiliation,social 
social,socially 
drives,socially 
affiliation,socially 
social,societ* 
bio,soda* 
ingest,soda* 
home,sofa* 
adj,soft 
percept,soft 
feel,soft 
adj,softer 
compare,softer 
percept,softer 
feel,softer 
adj,softest 
compare,softest 
percept,softest 
feel,softest 
percept,softly 
feel,softly 
verb,sold 
focuspast,sold 
money,sold 
drives,soldier 
power,soldier 
drives,soldiers 
power,soldiers 
affect,solemn* 
negemo,solemn* 
sad,solemn* 
leisure,solitaire 
adj,solitary 
cogproc,solution* 
insight,solution* 
cause,solution* 
drives,solution* 
achiev,solution* 
verb,solve 
cogproc,solve 
insight,solve 
cause,solve 
drives,solve 
achiev,solve 
focuspresent,solve 
verb,solved 
cogproc,solved 
insight,solved 
cause,solved 
drives,solved 
achiev,solved 
focuspast,solved 
verb,solves 
cogproc,solves 
insight,solves 
cause,solves 
drives,solves 
achiev,solves 
focuspresent,solves 
verb,solving 
cogproc,solving 
insight,solving 
cause,solving 
drives,solving 
achiev,solving 
quant,some 
cogproc,some 
tentat,some 
function,somebod* 
pronoun,somebod* 
ipron,somebod* 
social,somebod* 
cogproc,somebod* 
tentat,somebod* 
cogproc,someday 
tentat,someday 
focusfuture,someday 
function,somehow 
adverb,somehow 
cogproc,somehow 
tentat,somehow 
function,someone* 
pronoun,someone* 
ipron,someone* 
social,someone* 
cogproc,someone* 
tentat,someone* 
function,something* 
pronoun,something* 
ipron,something* 
cogproc,something* 
tentat,something* 
cogproc,sometime 
tentat,sometime 
focusfuture,sometime 
relativ,sometime 
time,sometime 
cogproc,sometimes 
tentat,sometimes 
relativ,sometimes 
time,sometimes 
function,somewhat 
adverb,somewhat 
quant,somewhat 
cogproc,somewhat 
tentat,somewhat 
function,somewhere 
pronoun,somewhere 
adverb,somewhere 
cogproc,somewhere 
tentat,somewhere 
relativ,somewhere 
space,somewhere 
social,son 
family,son 
male,son 
social,son's 
family,son's 
male,son's 
social,son-in-law* 
family,son-in-law* 
male,son-in-law* 
percept,song* 
hear,song* 
leisure,song* 
social,sons 
family,sons 
male,sons 
leisure,sony 
function,soon 
adverb,soon 
focusfuture,soon 
relativ,soon 
time,soon 
adj,sooner 
compare,sooner 
focusfuture,sooner 
relativ,sooner 
time,sooner 
adj,soonest 
compare,soonest 
focusfuture,soonest 
relativ,soonest 
time,soonest 
function,sooo* 
adverb,sooo* 
work,sophom* 
adj,sore 
bio,sore 
health,sore 
social,sororit* 
female,sororit* 
drives,sororit* 
affiliation,sororit* 
affect,sorrow* 
negemo,sorrow* 
sad,sorrow* 
adj,sorry 
affect,sorry 
negemo,sorry 
sad,sorry 
cogproc,sort 
tentat,sort 
cogproc,sorta 
tentat,sorta 
cogproc,sortof 
tentat,sortof 
cogproc,sorts 
tentat,sorts 
cogproc,sortsa 
tentat,sortsa 
cogproc,sought 
insight,sought 
percept,sought 
see,sought 
focuspast,sought 
relig,soul 
affect,soulmate* 
posemo,soulmate* 
social,soulmate* 
friend,soulmate* 
drives,soulmate* 
affiliation,soulmate* 
relig,souls 
percept,sound* 
hear,sound* 
bio,soup* 
ingest,soup* 
adj,sour 
percept,sour 
cogproc,source* 
cause,source* 
relativ,south* 
space,south* 
drives,sovereign* 
power,sovereign* 
leisure,spa 
relativ,space 
space,space 
relativ,spaced 
space,spaced 
relativ,spaces 
space,spaces 
relativ,spaci* 
space,spaci* 
bio,spaghetti 
ingest,spaghetti 
relativ,span 
space,span 
relativ,spann* 
space,spann* 
leisure,spas 
bio,spat 
body,spat 
focuspast,spat 
verb,speak 
social,speak 
percept,speak 
hear,speak 
focuspresent,speak 
percept,speaker* 
hear,speaker* 
verb,speaking 
social,speaking 
percept,speaking 
hear,speaking 
verb,speaks 
social,speaks 
percept,speaks 
hear,speaks 
focuspresent,speaks 
drives,spearhead* 
power,spearhead* 
adj,special 
affect,special 
posemo,special 
adj,specific 
cogproc,specific 
certain,specific 
function,specifically 
adverb,specifically 
cogproc,specifically 
certain,specifically 
cogproc,specifics 
certain,specifics 
verb,sped 
focuspast,sped 
relativ,sped 
time,sped 
percept,speech* 
hear,speech* 
relativ,speed* 
time,speed* 
verb,spend 
focuspresent,spend 
money,spend 
money,spender 
verb,spending 
money,spending 
verb,spends 
focuspresent,spends 
money,spends 
verb,spent 
focuspast,spent 
money,spent 
percept,spice 
percept,spiced 
percept,spices 
adj,spicy 
percept,spicy 
verb,spin 
focuspresent,spin 
relativ,spin 
motion,spin 
adj,spinal 
bio,spinal 
body,spinal 
bio,spine 
body,spine 
relativ,spiral 
motion,spiral 
relig,spirit* 
bio,spit 
body,spit 
affect,spite* 
negemo,spite* 
anger,spite* 
verb,spits 
bio,spits 
body,spits 
focuspresent,spits 
verb,spitting 
bio,spitting 
body,spitting 
adj,splendid 
affect,splendid 
posemo,splendid 
affect,splendidly 
posemo,splendidly 
affect,splendor 
posemo,splendor 
leisure,spliff* 
cogproc,split* 
differ,split* 
relativ,split* 
space,split* 
verb,spoke* 
social,spoke* 
percept,spoke* 
hear,spoke* 
focuspast,spoke* 
leisure,sport* 
verb,spose 
cogproc,spose 
tentat,spose 
focuspresent,spose 
leisure,spotify 
social,spous* 
family,spous* 
drives,spous* 
affiliation,spous* 
relativ,sprawl* 
space,sprawl* 
relativ,spring 
time,spring 
relativ,sprint* 
motion,sprint* 
verb,spun 
focuspast,spun 
relativ,spun 
motion,spun 
social,squad* 
friend,squad* 
drives,squad* 
affiliation,squad* 
adj,square 
percept,square 
see,square 
percept,squeez* 
feel,squeez* 
drives,sr 
power,sr 
drives,sra 
power,sra 
drives,staff* 
power,staff* 
work,staff* 
relativ,stair* 
space,stair* 
affect,stale 
negemo,stale 
affect,stammer* 
negemo,stammer* 
leisure,standup 
affect,stank* 
negemo,stank* 
percept,stank* 
work,stapl* 
verb,stare* 
percept,stare* 
see,stare* 
verb,staring 
percept,staring 
see,staring 
verb,start 
focuspresent,start 
relativ,start 
time,start 
work,start-up* 
verb,started 
focuspast,started 
relativ,started 
time,started 
relativ,starter* 
time,starter* 
verb,starting 
relativ,starting 
time,starting 
affect,startl* 
negemo,startl* 
anx,startl* 
verb,starts 
focuspresent,starts 
relativ,starts 
time,starts 
relativ,startup* 
time,startup* 
work,startup* 
bio,starve* 
ingest,starve* 
verb,starving 
bio,starving 
ingest,starving 
cogproc,statement* 
insight,statement* 
drives,status 
power,status 
verb,stay 
focuspresent,stay 
relativ,stay 
motion,stay 
space,stay 
verb,stayed 
focuspast,stayed 
relativ,stayed 
motion,stayed 
space,stayed 
verb,staying 
relativ,staying 
motion,staying 
space,staying 
verb,stays 
focuspresent,stays 
relativ,stays 
motion,stays 
space,stays 
bio,std* 
health,std* 
sexual,std* 
affect,steal* 
negemo,steal* 
drives,steal* 
reward,steal* 
affect,stench* 
negemo,stench* 
percept,stench* 
relativ,step 
motion,step 
social,step-child* 
family,step-child* 
social,step-dad* 
family,step-dad* 
male,step-dad* 
social,step-dau* 
family,step-dau* 
female,step-dau* 
social,step-fath* 
family,step-fath* 
male,step-fath* 
social,step-kid* 
family,step-kid* 
social,step-moth* 
family,step-moth* 
female,step-moth* 
social,step-son* 
male,step-son* 
social,stepchild* 
family,stepchild* 
social,stepdad* 
family,stepdad* 
male,stepdad* 
social,stepdau* 
family,stepdau* 
female,stepdau* 
social,stepfath* 
family,stepfath* 
male,stepfath* 
social,stepkid* 
family,stepkid* 
social,stepmoth* 
family,stepmoth* 
female,stepmoth* 
relativ,stepp* 
motion,stepp* 
relativ,steps 
motion,steps 
social,stepson 
male,stepson 
adj,stiff 
bio,stiff 
health,stiff 
adj,stiffer 
compare,stiffer 
bio,stiffer 
health,stiffer 
adj,stiffest 
compare,stiffest 
bio,stiffest 
health,stiffest 
bio,stiffly 
health,stiffly 
function,still 
adverb,still 
relativ,still 
time,still 
cogproc,stimul* 
cause,stimul* 
percept,stimul* 
affect,stink 
negemo,stink 
percept,stink 
adj,stinky 
affect,stinky 
negemo,stinky 
percept,stinky 
work,stipend* 
money,stipend* 
verb,stir 
focuspresent,stir 
relativ,stir 
motion,stir 
verb,stirred 
focuspast,stirred 
relativ,stirred 
motion,stirred 
verb,stirring 
relativ,stirring 
motion,stirring 
verb,stirs 
focuspresent,stirs 
relativ,stirs 
motion,stirs 
work,stock 
verb,stocked 
focuspast,stocked 
work,stocked 
work,stocks 
money,stocks 
verb,stole 
drives,stole 
reward,stole 
focuspast,stole 
bio,stomach* 
body,stomach* 
leisure,stoned 
verb,stood 
focuspast,stood 
drives,stop 
risk,stop 
relativ,stop 
time,stop 
verb,stopped 
drives,stopped 
risk,stopped 
focuspast,stopped 
relativ,stopped 
time,stopped 
verb,stopping 
drives,stopping 
risk,stopping 
relativ,stopping 
time,stopping 
drives,stops 
risk,stops 
relativ,stops 
time,stops 
money,store 
money,stores 
social,stories 
adj,stormy 
social,story 
home,stove* 
adj,straight 
relativ,straight 
space,straight 
adj,straighter 
compare,straighter 
relativ,straighter 
space,straighter 
adj,straightest 
compare,straightest 
relativ,straightest 
space,straightest 
affect,strain* 
negemo,strain* 
anx,strain* 
adj,strange 
affect,strange 
negemo,strange 
adj,strangest 
compare,strangest 
affect,strangest 
negemo,strangest 
drives,strateg* 
achiev,strateg* 
relativ,street* 
space,street* 
affect,strength* 
posemo,strength* 
drives,strength* 
power,strength* 
bio,strept* 
health,strept* 
affect,stress* 
negemo,stress* 
anx,stress* 
relativ,stretch* 
space,stretch* 
adj,strict 
adj,stricter 
compare,stricter 
adj,strictest 
compare,strictest 
drives,striv* 
achiev,striv* 
percept,stroke* 
feel,stroke* 
bio,stroke* 
health,stroke* 
percept,stroki* 
feel,stroki* 
adj,strong 
affect,strong 
posemo,strong 
drives,strong 
power,strong 
adj,stronger 
compare,stronger 
affect,stronger 
posemo,stronger 
drives,stronger 
power,stronger 
adj,strongest 
compare,strongest 
affect,strongest 
posemo,strongest 
drives,strongest 
power,strongest 
affect,strongly 
posemo,strongly 
drives,strongly 
power,strongly 
affect,struggl* 
negemo,struggl* 
anx,struggl* 
drives,struggl* 
power,struggl* 
affect,stubborn* 
negemo,stubborn* 
anger,stubborn* 
verb,stuck 
focuspast,stuck 
relativ,stuck 
space,stuck 
bio,stud 
sexual,stud 
drives,student* 
power,student* 
work,student* 
verb,studied 
focuspast,studied 
work,studied 
work,studies 
work,studio 
home,studio 
work,studios 
home,studios 
work,studious 
home,studs 
work,study* 
function,stuff 
pronoun,stuff 
ipron,stuff 
verb,stumble 
focuspresent,stumble 
relativ,stumble 
motion,stumble 
verb,stumbled 
focuspast,stumbled 
relativ,stumbled 
motion,stumbled 
verb,stumbles 
focuspresent,stumbles 
relativ,stumbles 
motion,stumbles 
verb,stumbling 
relativ,stumbling 
motion,stumbling 
verb,stun 
focuspresent,stun 
affect,stunk 
negemo,stunk 
percept,stunk 
focuspast,stunk 
affect,stunned 
verb,stuns 
affect,stuns 
focuspresent,stuns 
adj,stupid 
affect,stupid 
negemo,stupid 
anger,stupid 
adj,stupider 
compare,stupider 
affect,stupider 
negemo,stupider 
anger,stupider 
adj,stupidest 
compare,stupidest 
affect,stupidest 
negemo,stupidest 
anger,stupidest 
affect,stupidity 
negemo,stupidity 
anger,stupidity 
affect,stupidly 
negemo,stupidly 
anger,stupidly 
affect,stutter* 
negemo,stutter* 
percept,stutter* 
hear,stutter* 
drives,subjugate* 
power,subjugate* 
drives,submissive* 
power,submissive* 
verb,submit* 
drives,submit* 
power,submit* 
drives,subordinat* 
power,subordinat* 
adj,subsequent 
relativ,subsequent 
time,subsequent 
function,subsequently 
adverb,subsequently 
relativ,subsequently 
time,subsequently 
drives,subserv* 
power,subserv* 
adj,subtle 
drives,subvers* 
power,subvers* 
drives,subvert* 
power,subvert* 
affect,succeed* 
posemo,succeed* 
drives,succeed* 
achiev,succeed* 
reward,succeed* 
work,succeed* 
affect,success 
posemo,success 
drives,success 
achiev,success 
reward,success 
work,success 
affect,successes 
posemo,successes 
drives,successes 
achiev,successes 
reward,successes 
work,successes 
adj,successful 
affect,successful 
posemo,successful 
drives,successful 
achiev,successful 
reward,successful 
work,successful 
affect,successfully 
posemo,successfully 
drives,successfully 
achiev,successfully 
reward,successfully 
work,successfully 
adj,successive 
relativ,successive 
time,successive 
function,such 
adverb,such 
verb,suck 
affect,suck 
negemo,suck 
anger,suck 
focuspresent,suck 
verb,sucked 
affect,sucked 
negemo,sucked 
anger,sucked 
focuspast,sucked 
affect,sucker* 
negemo,sucker* 
anger,sucker* 
verb,sucking 
verb,sucks 
affect,sucks 
negemo,sucks 
anger,sucks 
focuspresent,sucks 
adj,sucky 
affect,sucky 
negemo,sucky 
anger,sucky 
adj,sudden 
relativ,sudden 
time,sudden 
function,suddenly 
adverb,suddenly 
relativ,suddenly 
time,suddenly 
verb,suffer 
affect,suffer 
negemo,suffer 
sad,suffer 
focuspresent,suffer 
verb,suffered 
affect,suffered 
negemo,suffered 
sad,suffered 
focuspast,suffered 
affect,sufferer* 
negemo,sufferer* 
sad,sufferer* 
verb,suffering 
affect,suffering 
negemo,suffering 
sad,suffering 
verb,suffers 
affect,suffers 
negemo,suffers 
sad,suffers 
focuspresent,suffers 
percept,sugar 
bio,sugar 
ingest,sugar 
social,sugardadd* 
male,sugardadd* 
money,sugardadd* 
social,sugarmam* 
female,sugarmam* 
money,sugarmam* 
social,sugarmom* 
female,sugarmom* 
money,sugarmom* 
percept,sugars 
bio,sugars 
ingest,sugars 
adj,sugary 
percept,sugary 
bio,sugary 
ingest,sugary 
social,suggest* 
relativ,summer* 
time,summer* 
percept,sumptuous* 
relativ,sun 
time,sun 
leisure,sunbath* 
bio,sunburn* 
health,sunburn* 
relativ,sunday* 
time,sunday* 
verb,sung 
percept,sung 
hear,sung 
focuspast,sung 
leisure,sung 
verb,sunk 
focuspast,sunk 
relativ,sunk 
motion,sunk 
percept,sunli* 
see,sunli* 
relig,sunni 
adj,sunnier 
compare,sunnier 
affect,sunnier 
posemo,sunnier 
percept,sunnier 
see,sunnier 
adj,sunniest 
compare,sunniest 
affect,sunniest 
posemo,sunniest 
percept,sunniest 
see,sunniest 
relig,sunnis 
affect,sunny 
posemo,sunny 
percept,sunny 
see,sunny 
relativ,sunrise* 
time,sunrise* 
relativ,sunset* 
time,sunset* 
affect,sunshin* 
posemo,sunshin* 
percept,sunshin* 
see,sunshin* 
adj,super 
affect,super 
posemo,super 
drives,super 
achiev,super 
affect,superb* 
posemo,superb* 
drives,superb* 
achiev,superb* 
affect,superior 
posemo,superior 
drives,superior 
power,superior 
relativ,superior 
space,superior 
affect,superiority 
drives,superiority 
power,superiority 
drives,superiors 
power,superiors 
drives,superstar* 
power,superstar* 
drives,supervis* 
power,supervis* 
work,supervis* 
bio,supper* 
ingest,supper* 
verb,support 
affect,support 
posemo,support 
focuspresent,support 
affect,supported 
posemo,supported 
focuspast,supported 
affect,supporter* 
posemo,supporter* 
affect,supporting 
posemo,supporting 
adj,supportive 
affect,supportive 
posemo,supportive 
affect,supports 
posemo,supports 
focuspresent,supports 
verb,suppose 
cogproc,suppose 
tentat,suppose 
focuspresent,suppose 
verb,supposed 
cogproc,supposed 
tentat,supposed 
focuspast,supposed 
function,supposedly 
adverb,supposedly 
cogproc,supposedly 
tentat,supposedly 
verb,supposes 
cogproc,supposes 
tentat,supposes 
focuspresent,supposes 
verb,supposing 
cogproc,supposing 
tentat,supposing 
cogproc,supposition* 
tentat,supposition* 
drives,suppress* 
power,suppress* 
risk,suppress* 
affect,suprem* 
posemo,suprem* 
affect,sure* 
posemo,sure* 
cogproc,sure* 
certain,sure* 
verb,surf 
relativ,surf 
motion,surf 
leisure,surf 
relativ,surfac* 
space,surfac* 
verb,surfed 
focuspast,surfed 
relativ,surfed 
motion,surfed 
leisure,surfed 
verb,surfing 
relativ,surfing 
motion,surfing 
leisure,surfing 
verb,surfs 
relativ,surfs 
motion,surfs 
leisure,surfs 
bio,surgeon* 
health,surgeon* 
bio,surger* 
health,surger* 
drives,surpass* 
achiev,surpass* 
reward,surpass* 
affect,surprise 
posemo,surprise 
adj,surprised* 
affect,surprised* 
posemo,surprised* 
affect,surprising* 
posemo,surprising* 
drives,surrender* 
power,surrender* 
relativ,surround* 
space,surround* 
drives,surviv* 
achiev,surviv* 
bio,sushi 
ingest,sushi 
cogproc,suspect* 
insight,suspect* 
affect,suspicio* 
negemo,suspicio* 
anx,suspicio* 
cogproc,suspicio* 
insight,suspicio* 
bio,swallow* 
ingest,swallow* 
verb,swam 
focuspast,swam 
relativ,swam 
motion,swam 
verb,sway 
focuspresent,sway 
relativ,sway 
motion,sway 
bio,sweat* 
body,sweat* 
home,sweep* 
adj,sweet 
affect,sweet 
posemo,sweet 
percept,sweet 
bio,sweet 
ingest,sweet 
adj,sweeter 
compare,sweeter 
affect,sweeter 
posemo,sweeter 
percept,sweeter 
bio,sweeter 
ingest,sweeter 
adj,sweetest 
compare,sweetest 
affect,sweetest 
posemo,sweetest 
percept,sweetest 
bio,sweetest 
ingest,sweetest 
affect,sweetheart* 
posemo,sweetheart* 
social,sweetheart* 
friend,sweetheart* 
drives,sweetheart* 
affiliation,sweetheart* 
affect,sweetie* 
posemo,sweetie* 
social,sweetie* 
friend,sweetie* 
drives,sweetie* 
affiliation,sweetie* 
affect,sweetly 
posemo,sweetly 
affect,sweetness* 
posemo,sweetness* 
percept,sweetness* 
bio,sweetness* 
ingest,sweetness* 
affect,sweets 
posemo,sweets 
percept,sweets 
bio,sweets 
ingest,sweets 
bio,swelling 
health,swelling 
verb,swerve 
focuspresent,swerve 
relativ,swerve 
motion,swerve 
verb,swerved 
focuspast,swerved 
relativ,swerved 
motion,swerved 
verb,swerves 
focuspresent,swerves 
relativ,swerves 
motion,swerves 
verb,swerving 
relativ,swerving 
motion,swerving 
relativ,swim* 
motion,swim* 
leisure,swim* 
verb,swing 
focuspresent,swing 
relativ,swing 
motion,swing 
bio,swinger* 
sexual,swinger* 
verb,swinging 
relativ,swinging 
motion,swinging 
verb,swings 
focuspresent,swings 
relativ,swings 
motion,swings 
relativ,swivel* 
motion,swivel* 
adj,swollen 
bio,swollen 
health,swollen 
verb,swung 
focuspast,swung 
relativ,swung 
motion,swung 
work,syllabus* 
social,sympath* 
friend,sympath* 
drives,sympath* 
affiliation,sympath* 
leisure,symphon* 
bio,symptom* 
health,symptom* 
relativ,synch* 
time,synch* 
bio,syndrome* 
health,syndrome* 
bio,syphili* 
health,syphili* 
sexual,syphili* 
bio,taco* 
ingest,taco* 
verb,take 
drives,take 
reward,take 
focuspresent,take 
verb,taken 
drives,taken 
reward,taken 
focuspast,taken 
verb,takes 
drives,takes 
reward,takes 
focuspresent,takes 
verb,taking 
drives,taking 
reward,taking 
affect,talent* 
posemo,talent* 
social,talk 
focuspresent,talk 
adj,talkative 
social,talkative 
verb,talked 
social,talked 
focuspast,talked 
social,talker* 
verb,talking 
social,talking 
verb,talks 
social,talks 
focuspresent,talks 
adj,tall 
relativ,tall 
space,tall 
adj,taller 
compare,taller 
relativ,taller 
space,taller 
adj,tallest 
compare,tallest 
relativ,tallest 
space,tallest 
percept,tangy 
verb,tanning 
leisure,tanning 
affect,tantrum* 
negemo,tantrum* 
anger,tantrum* 
adj,tart 
percept,tart 
work,tasks 
percept,taste 
bio,taste 
ingest,taste 
verb,tasted 
percept,tasted 
bio,tasted 
ingest,tasted 
focuspast,tasted 
verb,tastes 
percept,tastes 
bio,tastes 
ingest,tastes 
focuspresent,tastes 
adj,tastier 
compare,tastier 
percept,tastier 
bio,tastier 
ingest,tastier 
adj,tastiest 
compare,tastiest 
percept,tastiest 
bio,tastiest 
ingest,tastiest 
verb,tasting 
percept,tasting 
bio,tasting 
ingest,tasting 
adj,tasty 
percept,tasty 
bio,tasty 
ingest,tasty 
verb,taught 
drives,taught 
power,taught 
focuspast,taught 
work,taught 
work,tax 
money,tax 
work,taxa* 
money,taxa* 
focuspast,taxed 
work,taxed 
money,taxed 
work,taxes 
money,taxes 
work,taxing 
money,taxing 
bio,tea 
ingest,tea 
drives,teach* 
power,teach* 
work,teach* 
social,team* 
drives,team* 
affiliation,team* 
achiev,team* 
work,team* 
leisure,team* 
affect,tears 
negemo,tears 
sad,tears 
affect,teas* 
negemo,teas* 
anger,teas* 
social,teas* 
leisure,techno 
adj,tedious 
affect,tedious 
negemo,tedious 
affect,teehe* 
posemo,teehe* 
social,teen 
drives,teen 
power,teen 
social,teenage* 
drives,teenage* 
power,teenage* 
bio,teeth* 
body,teeth* 
social,telephon* 
percept,telephon* 
hear,telephon* 
leisure,television* 
verb,tell 
social,tell 
focuspresent,tell 
verb,telling 
social,telling 
verb,tells 
social,tells 
focuspresent,tells 
affect,temper 
negemo,temper 
anger,temper 
affect,tempers 
negemo,tempers 
anger,tempers 
relig,temple* 
cogproc,tempora* 
tentat,tempora* 
relativ,tempora* 
time,tempora* 
number,ten 
home,tenant* 
verb,tend 
focuspresent,tend 
verb,tended 
focuspast,tended 
adj,tender 
affect,tender 
posemo,tender 
bio,tender 
health,tender 
affect,tenderly 
posemo,tenderly 
bio,tenderly 
health,tenderly 
bio,tendon 
body,tendon 
bio,tendoni* 
health,tendoni* 
bio,tendons 
body,tendons 
verb,tends 
focuspresent,tends 
leisure,tennis* 
affect,tense 
negemo,tense 
anx,tense 
affect,tensely 
negemo,tensely 
anx,tensely 
verb,tensing 
affect,tensing 
negemo,tensing 
anx,tensing 
affect,tension* 
negemo,tension* 
anx,tension* 
cogproc,tentativ* 
tentat,tentativ* 
drives,tentativ* 
risk,tentativ* 
number,tenth 
work,tenure* 
bio,tequila* 
ingest,tequila* 
leisure,tequila* 
relativ,term 
time,term 
relativ,terminat* 
time,terminat* 
adj,terrible 
affect,terrible 
negemo,terrible 
affect,terribly 
negemo,terribly 
adj,terrific 
affect,terrific 
posemo,terrific 
affect,terrifically 
posemo,terrifically 
adj,terrified 
affect,terrified 
negemo,terrified 
anx,terrified 
verb,terrifies 
affect,terrifies 
negemo,terrifies 
anx,terrifies 
focuspresent,terrifies 
verb,terrify 
affect,terrify 
negemo,terrify 
anx,terrify 
adj,terrifying 
affect,terrifying 
negemo,terrifying 
anx,terrifying 
relativ,territor* 
space,territor* 
affect,terror* 
negemo,terror* 
anx,terror* 
drives,terror* 
power,terror* 
focuspresent,terrify 
work,test 
relig,testament* 
verb,tested 
focuspast,tested 
work,tested 
verb,testing 
work,testing 
bio,testosterone* 
health,testosterone* 
work,tests 
work,textbook* 
verb,texted 
social,texted 
drives,texted 
affiliation,texted 
focuspast,texted 
verb,texting 
social,texting 
drives,texting 
affiliation,texting 
function,than 
prep,than 
adj,than 
compare,than 
cogproc,than 
differ,than 
verb,thank 
affect,thank 
posemo,thank 
focuspresent,thank 
verb,thanked 
affect,thanked 
posemo,thanked 
focuspast,thanked 
adj,thankful 
affect,thankful 
posemo,thankful 
affect,thankfully 
posemo,thankfully 
verb,thanking 
affect,thanking 
posemo,thanking 
verb,thanks 
affect,thanks 
posemo,thanks 
focuspresent,thanks 
affect,thanx 
posemo,thanx 
function,that 
pronoun,that 
ipron,that 
function,that'd 
pronoun,that'd 
ipron,that'd 
auxverb,that'd 
verb,that'd 
function,that'll 
pronoun,that'll 
ipron,that'll 
auxverb,that'll 
verb,that'll 
focusfuture,that'll 
function,that's 
pronoun,that's 
ipron,that's 
auxverb,that's 
verb,that's 
focuspresent,that's 
function,thatd 
pronoun,thatd 
ipron,thatd 
auxverb,thatd 
verb,thatd 
function,thatll 
pronoun,thatll 
ipron,thatll 
auxverb,thatll 
verb,thatll 
focusfuture,thatll 
function,thats 
pronoun,thats 
ipron,thats 
auxverb,thats 
verb,thats 
focuspresent,thats 
function,the 
article,the 
leisure,theat* 
function,thee 
pronoun,thee 
ppron,thee 
you,thee 
social,thee 
function,their* 
pronoun,their* 
ppron,their* 
they,their* 
social,their* 
function,them 
pronoun,them 
ppron,them 
they,them 
social,them 
function,themself 
pronoun,themself 
ppron,themself 
they,themself 
function,themselves 
pronoun,themselves 
ppron,themselves 
they,themselves 
social,themselves 
function,then 
conj,then 
focusfuture,then 
relativ,then 
time,then 
relig,theolog* 
cogproc,theor* 
tentat,theor* 
bio,therap* 
health,therap* 
function,there 
adverb,there 
function,there's 
auxverb,there's 
adverb,there's 
verb,there's 
focuspresent,there's 
function,thereafter 
adverb,thereafter 
focusfuture,thereafter 
function,therefor* 
adverb,therefor* 
cogproc,therefor* 
cause,therefor* 
function,theres 
auxverb,theres 
adverb,theres 
verb,theres 
focuspresent,theres 
bio,thermometer* 
health,thermometer* 
function,these 
pronoun,these 
ipron,these 
work,theses 
work,thesis 
function,they 
pronoun,they 
ppron,they 
they,they 
social,they 
function,they'd 
pronoun,they'd 
ppron,they'd 
they,they'd 
auxverb,they'd 
verb,they'd 
social,they'd 
function,they'll 
pronoun,they'll 
ppron,they'll 
they,they'll 
auxverb,they'll 
verb,they'll 
social,they'll 
focusfuture,they'll 
function,they're 
auxverb,they're 
verb,they're 
social,they're 
focuspresent,they're 
function,they've 
pronoun,they've 
ppron,they've 
they,they've 
auxverb,they've 
verb,they've 
social,they've 
focuspast,they've 
function,theyd 
pronoun,theyd 
ppron,theyd 
they,theyd 
auxverb,theyd 
verb,theyd 
social,theyd 
function,theyll 
pronoun,theyll 
ppron,theyll 
they,theyll 
auxverb,theyll 
verb,theyll 
social,theyll 
focusfuture,theyll 
function,theyre 
auxverb,theyre 
verb,theyre 
social,theyre 
focuspresent,theyre 
function,theyve 
pronoun,theyve 
ppron,theyve 
they,theyve 
auxverb,theyve 
verb,theyve 
social,theyve 
focuspast,theyve 
percept,thick* 
feel,thick* 
relativ,thick* 
space,thick* 
affect,thief 
negemo,thief 
affect,thiev* 
negemo,thiev* 
bio,thigh* 
body,thigh* 
adj,thin 
relativ,thin 
space,thin 
function,thine 
pronoun,thine 
ppron,thine 
you,thine 
social,thine 
function,thing* 
pronoun,thing* 
ipron,thing* 
verb,think 
cogproc,think 
insight,think 
focuspresent,think 
cogproc,thinker* 
insight,thinker* 
verb,thinking 
cogproc,thinking 
insight,thinking 
verb,thinks 
cogproc,thinks 
insight,thinks 
focuspresent,thinks 
relativ,thinly 
space,thinly 
verb,thinned 
focuspast,thinned 
relativ,thinned 
space,thinned 
adj,thinner 
compare,thinner 
relativ,thinner 
space,thinner 
adj,thinnest 
compare,thinnest 
relativ,thinnest 
space,thinnest 
number,third 
bio,thirst 
body,thirst 
ingest,thirst 
